Journal.name,JIF
International Journal of Bio-Inspired Computation,1.7
Journal of X-Ray Science and Technology,1.7
Linguistica Antverpiensia New Series-Themes in Translation Studies,1.7
APPLIED OPTICS,1.7
Emergency Radiology,1.7
EUROPEAN JOURNAL OF PLANT PATHOLOGY,1.7
Issues in Mental Health Nursing,1.7
Journal of Radiation Research and Applied Sciences,1.7
GMS Hygiene and Infection Control,1.7
Innovative Surgical Sciences,1.7
International Journal of Computer Games Technology,1.7
International Journal of Nephrology,1.7
Journal of Empirical Research on Human Research Ethics,1.7
Journal of Health Organization and Management,1.7
Pharmacogenetics and Genomics,1.7
Ships and Offshore Structures,1.7
CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,1.7
CHILD & YOUTH CARE FORUM,1.7
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,1.7
Journal of Behavioral and Cognitive Therapy,1.7
Journal of Computer Languages,1.7
JOURNAL OF HEALTHCARE MANAGEMENT,1.7
Journal of Rational-Emotive and Cognitive-Behavior Therapy,1.7
GENETIC EPIDEMIOLOGY,1.7
Geosphere,1.7
Journal of Economic Methodology,1.7
Plant Ecology & Diversity,1.7
Urban Planning,1.7
VETERINARY OPHTHALMOLOGY,1.7
BIOLOGICAL & PHARMACEUTICAL BULLETIN,1.7
ECONOMIC INQUIRY,1.7
Health Psychology Open,1.7
On the Horizon,1.7
Oral and Maxillofacial Surgery-Heidelberg,1.7
SYNLETT,1.7
IISE Transactions on Occupational Ergonomics & Human Factors,1.7
JOURNAL OF CLINICAL DENSITOMETRY,1.7
JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS,1.7
MATHEMATICS AND MECHANICS OF SOLIDS,1.7
Japanese Journal of Sociology,1.7
JOURNAL OF ECONOMIC EDUCATION,1.7
JOURNAL OF GENETIC PSYCHOLOGY,1.7
Journal of Labor and Society,1.7
JOURNAL OF URBAN PLANNING AND DEVELOPMENT,1.7
Landscape and Ecological Engineering,1.7
Self and Identity,1.7
SOFTWARE QUALITY JOURNAL,1.7
CLINICAL SUPERVISOR,1.7
Cogent Food & Agriculture,1.7
ENVIRONMENTAL FLUID MECHANICS,1.7
European Journal of Hybrid Imaging,1.7
JOURNAL OF HYDRAULIC RESEARCH,1.7
Journal of Optical Microsystems,1.7
MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,1.7
Particles,1.7
SINGAPORE MEDICAL JOURNAL,1.7
WORK-A Journal of Prevention Assessment & Rehabilitation,1.7
Annals of Medicine and Surgery,1.7
FEW-BODY SYSTEMS,1.7
IEEE Embedded Systems Letters,1.7
JOURNAL OF CRYSTAL GROWTH,1.7
Journal of International Development,1.7
NEUROLOGICAL RESEARCH,1.7
Personalized Medicine,1.7
Secularism & Nonreligion,1.7
TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,1.7
World Mycotoxin Journal,1.7
Annals of Phytomedicine-An International Journal,1.7
BIOPHARMACEUTICS & DRUG DISPOSITION,1.7
ECONOMIC BOTANY,1.7
FOOD AND AGRICULTURAL IMMUNOLOGY,1.7
HERD-Health Environments Research & Design Journal,1.7
JOURNAL OF AGRICULTURAL SCIENCE,1.7
Journal of Central Banking Theory and Practice,1.7
JOURNAL OF DOCUMENTATION,1.7
JOURNAL OF FLUORINE CHEMISTRY,1.7
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,1.7
Journal of Spectroscopy,1.7
Progress in Development Studies,1.7
Soil and Water Research,1.7
TELECOMMUNICATION SYSTEMS,1.7
TOXICOLOGY AND INDUSTRIAL HEALTH,1.7
Worldwide Hospitality and Tourism Themes,1.7
ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,1.7
AQUATIC GEOCHEMISTRY,1.7
BMJ Leader,1.7
Clinics and Practice,1.7
EURASIP Journal on Audio Speech and Music Processing,1.7
Genetic Programming and Evolvable Machines,1.7
IEEE Transactions on Games,1.7
Indian Journal of Psychiatry,1.7
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,1.7
INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,1.7
JOURNAL OF COASTAL CONSERVATION,1.7
JOURNAL OF ECONOMICS AND FINANCE,1.7
JOURNAL OF MATHEMATICAL CHEMISTRY,1.7
JOURNAL OF PALEOLIMNOLOGY,1.7
Journal of Software-Evolution and Process,1.7
Netherlands Heart Journal,1.7
Open Medicine,1.7
SEED SCIENCE AND TECHNOLOGY,1.7
Aging Brain,1.7
EASTERN MEDITERRANEAN HEALTH JOURNAL,1.7
Journal of Behavioral Finance,1.7
JOURNAL OF SOUTH AMERICAN EARTH SCIENCES,1.7
LEARNING AND MOTIVATION,1.7
PANCREAS,1.7
Atoms,1.7
BJPsych Advances,1.7
Brachytherapy,1.7
COASTAL MANAGEMENT,1.7
Evolutionary Bioinformatics,1.7
INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,1.7
JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,1.7
Journal of Convention & Event Tourism,1.7
JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,1.7
JOURNAL OF MEDICINAL FOOD,1.7
JOURNAL OF MICROBIOLOGICAL METHODS,1.7
Landscape Research,1.7
Radiological Physics and Technology,1.7
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,1.7
Communications of the Association for Information Systems,1.7
ECOLOGICAL RESEARCH,1.7
EXPERIMENTAL BRAIN RESEARCH,1.7
INTERNATIONAL JOURNAL OF NEUROSCIENCE,1.7
IRISH JOURNAL OF MEDICAL SCIENCE,1.7
Journal of Engineering,1.7
JOURNAL OF LASER APPLICATIONS,1.7
Journal of Thyroid Research,1.7
Plant Biotechnology Reports,1.7
PLANT PROTECTION SCIENCE,1.7
SAUDI MEDICAL JOURNAL,1.7
Science Technology and Society,1.7
WATER AND ENVIRONMENT JOURNAL,1.7
American Journal of Translational Research,1.7
Geotechnical and Geological Engineering,1.7
IET Power Electronics,1.7
INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,1.7
Journal of the Society for Information Display,1.7
ACTA CHROMATOGRAPHICA,1.7
ACTA HAEMATOLOGICA,1.7
Cognitive Processing,1.7
EURASIP Journal on Advances in Signal Processing,1.7
HEAT AND MASS TRANSFER,1.7
INTERNATIONAL JOURNAL OF HEMATOLOGY,1.7
Open Access Rheumatology-Research and Reviews,1.7
Open Life Sciences,1.7
Plant Health Progress,1.7
SHOCK WAVES,1.7
Automatika,1.7
Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,1.7
CIVIL ENGINEERING AND ENVIRONMENTAL SYSTEMS,1.7
Data Technologies and Applications,1.7
Ecologies,1.7
Journal of Asian Earth Sciences-X,1.7
Journal of Causal Inference,1.7
Language Resources and Evaluation,1.7
MEDICAL ENGINEERING & PHYSICS,1.7
Pastoralism-Research Policy and Practice,1.7
Psychogeriatrics,1.7
TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,1.7
Accounting History,1.7
Journal of Operational Oceanography,1.7
Organic Communications,1.7
RIVER RESEARCH AND APPLICATIONS,1.7
ATS Scholar,1.7
IEEE COMPUTER GRAPHICS AND APPLICATIONS,1.7
JOURNAL OF ASTHMA,1.7
Open Geosciences,1.7
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,1.7
Tropical Conservation Science,1.7
ANNALES GEOPHYSICAE,1.7
Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology,1.7
COMBUSTION SCIENCE AND TECHNOLOGY,1.7
EUROPEAN HEART JOURNAL SUPPLEMENTS,1.7
Geomechanics and Geoengineering-An International Journal,1.7
HUMAN DIMENSIONS OF WILDLIFE,1.7
JOURNAL OF AOAC INTERNATIONAL,1.7
JOURNAL OF ELECTROCERAMICS,1.7
Journal of Innovation Economics & Management,1.7
Multidiscipline Modeling in Materials and Structures,1.7
Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,1.7
World Leisure Journal,1.7
Advanced Steel Construction,1.7
ELECTRIC POWER COMPONENTS AND SYSTEMS,1.7
IIMB Management Review,1.7
Iranian Journal of Science and Technology-Transactions of Civil Engineering,1.7
IRONMAKING & STEELMAKING,1.7
JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,1.7
Social Neuroscience,1.7
SOLA,1.7
TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,1.7
World Journal of Entrepreneurship Management and Sustainable Development,1.7
ACTA POLYMERICA SINICA,1.7
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,1.7
GENETICS AND MOLECULAR BIOLOGY,1.7
Global Health Promotion,1.7
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,1.7
International Journal of Astrobiology,1.7
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,1.7
JOURNAL OF INDUSTRIAL ECONOMICS,1.7
JOURNAL OF POLYMER ENGINEERING,1.7
RESEARCH-TECHNOLOGY MANAGEMENT,1.7
Urban Rail Transit,1.7
4OR-A Quarterly Journal of Operations Research,1.7
Drug Research,1.7
IET Cyber-Physical Systems: Theory & Applications,1.7
JGH Open,1.7
Natural Computing,1.7
Series-Journal of the Spanish Economic Association,1.7
SOLDERING & SURFACE MOUNT TECHNOLOGY,1.7
Acute and Critical Care,1.7
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,1.7
Current Analytical Chemistry,1.7
Current Treatment Options in Rheumatology,1.7
HIV Research & Clinical Practice,1.7
International Planning Studies,1.7
Jordan Journal of Mechanical and Industrial Engineering,1.7
Journal of Groundwater Science and Engineering,1.7
JOURNAL OF THE MECHANICAL BEHAVIOR OF MATERIALS,1.7
Neurology Research International,1.7
PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,1.7
Production Engineering-Research and Development,1.7
Small Enterprise Research,1.7
BIOLOGICAL CYBERNETICS,1.7
CURRENT ORGANIC SYNTHESIS,1.7
DEVELOPMENT GROWTH & DIFFERENTIATION,1.7
ECOLOGY OF FOOD AND NUTRITION,1.7
ECONOMIC DEVELOPMENT QUARTERLY,1.7
HEAT TRANSFER RESEARCH,1.7
International Journal of Preventive Medicine,1.7
JOURNAL OF INORGANIC MATERIALS,1.7
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,1.7
Science and Technology for the Built Environment,1.7
FLORA,1.7
Journal of Business Analytics,1.7
Journal of Systems Science and Systems Engineering,1.7
Autoimmune Diseases,1.7
Canadian Water Resources Journal,1.7
China Foundry,1.7
JOURNAL OF CHEMICAL SCIENCES,1.7
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,1.7
MOUNTAIN RESEARCH AND DEVELOPMENT,1.7
Renewable Energy Research and Applications,1.7
Stem Cells and Cloning-Advances and Applications,1.7
Advances in Natural Sciences-Nanoscience and Nanotechnology,1.7
Current Sports Medicine Reports,1.7
Hepatoma Research,1.7
MONATSHEFTE FUR CHEMIE,1.7
Environmental Justice,1.7
International Journal of Online and Biomedical Engineering,1.7
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,1.7
MATERIALS SCIENCE AND TECHNOLOGY,1.7
Cell Journal,1.7
CURRENT ORGANIC CHEMISTRY,1.7
Drone Systems and Applications,1.7
Argument & Computation,1.7
FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,1.7
NUMERICAL HEAT TRANSFER PART B-FUNDAMENTALS,1.7
PROPELLANTS EXPLOSIVES PYROTECHNICS,1.7
Journal of Energetic Materials,1.7
JOURNAL OF VISUALIZATION,1.7
RUSSIAN CHEMICAL BULLETIN,1.7
ACTA CHIMICA SINICA,1.7
Control Theory and Technology,1.7
CYTOGENETIC AND GENOME RESEARCH,1.7
Gastroenterology Review-Przeglad Gastroenterologiczny,1.7
GERMS,1.7
Johnson Matthey Technology Review,1.7
JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,1.7
Reaction Kinetics Mechanisms and Catalysis,1.7
Composites and Advanced Materials,1.7
ADCAIJ-Advances in Distributed Computing and Artificial Intelligence Journal,1.7
Electrochemical Society Interface,1.7
HISTORICAL METHODS,1.6
JOURNAL OF PHILOSOPHY,1.6
International & Comparative Law Quarterly,1.6
MUSIC THEORY SPECTRUM,1.6
Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,1.6
International Journal of Architectural Computing,1.6
SCIRES-IT-SCIentific RESearch and Information Technology,1.6
BOSTON UNIVERSITY LAW REVIEW,1.6
European Constitutional Law Review,1.6
Novye Issledovaniya Tuvy-New Research of Tuva,1.6
International Journal of Law and Information Technology,1.6
Philosophical Perspectives,1.6
Virtual Archaeology Review,1.6
Social Semiotics,1.6
Journal of Professional Capital and Community,1.6
Career Development and Transition for Exceptional Individuals,1.6
Journal of Language and Sexuality,1.6
GEORGE WASHINGTON LAW REVIEW,1.6
JOURNAL OF EDUCATION FOR TEACHING,1.6
VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,1.6
International Journal of Design,1.6
CAMBRIDGE ARCHAEOLOGICAL JOURNAL,1.6
JOURNAL OF CONSCIOUSNESS STUDIES,1.6
Avian Research,1.6
Human Rights Law Review,1.6
Mathematical Modelling and Analysis,1.6
JOURNAL OF LAW MEDICINE & ETHICS,1.6
Linguistics and Education,1.6
Psychology of Music,1.6
LEARNING DISABILITY QUARTERLY,1.6
PaleoAmerica,1.6
HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,1.6
THEORY AND SOCIETY,1.6
CULTURAL STUDIES,1.6
International Journal of Corpus Linguistics,1.6
Journal of Developmental and Life-Course Criminology,1.6
Education Inquiry,1.6
Journal of Energy & Natural Resources Law,1.6
Journal of Research in Nursing,1.6
Zoosystematics and Evolution,1.6
Current Zoology,1.6
EDUCATIONAL POLICY,1.6
LINGUISTIC INQUIRY,1.6
International Journal of Serious Games,1.6
AURIS NASUS LARYNX,1.6
JOURNAL OF GEOMETRY AND PHYSICS,1.6
European Zoological Journal,1.6
International Spectator,1.6
APPLIED MATHEMATICS AND OPTIMIZATION,1.6
Asian Englishes,1.6
ZOOLOGY,1.6
RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA,1.6
Compare-A Journal of Comparative and International Education,1.6
JOURNAL OF SOCIAL ARCHAEOLOGY,1.6
Transforming Anthropology,1.6
Australian Journal of General Practice,1.6
European Journal on Criminal Policy and Research,1.6
International Journal of Engineering Pedagogy,1.6
Journal of Knee Surgery,1.6
Journal of the Society for Social Work and Research,1.6
Journal of Mental Health Research in Intellectual Disabilities,1.6
Journal of Survey Statistics and Methodology,1.6
Pain Management Nursing,1.6
Research in Comparative and International Education,1.6
Journal of Microbiology & Biology Education,1.6
RESEARCH IN THE TEACHING OF ENGLISH,1.6
ADVANCES IN NURSING SCIENCE,1.6
JOURNAL OF POPULATION RESEARCH,1.6
RADIATION MEASUREMENTS,1.6
Advances in Neonatal Care,1.6
BULLETIN OF ENTOMOLOGICAL RESEARCH,1.6
Collegian,1.6
Feminist Media Studies,1.6
Journal of College Student Retention-Research Theory & Practice,1.6
GEOBIOS,1.6
JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,1.6
JOURNAL OF ORTHOPAEDIC TRAUMA,1.6
MEDICAL AND VETERINARY ENTOMOLOGY,1.6
AMERICAN JOURNAL OF HUMAN BIOLOGY,1.6
Asia Europe Journal,1.6
Asia Pacific Journal of Education,1.6
Asia Pacific Journal of Public Administration,1.6
PUBLIC CHOICE,1.6
JOURNAL OF APPLIED COMMUNICATION RESEARCH,1.6
Journal of Child and Adolescent Psychiatric Nursing,1.6
Journal of the American College of Emergency Physicians Open,1.6
Laryngoscope Investigative Otolaryngology,1.6
Empirical Research in Vocational Education and Training,1.6
JOURNAL OF MAMMALIAN EVOLUTION,1.6
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,1.6
Oral Radiology,1.6
QUEST,1.6
Communication & Society-Spain,1.6
Journal of PeriAnesthesia Nursing,1.6
Journal of Social Work in End-of-Life & Palliative Care,1.6
Sport Management Education Journal,1.6
BMC Surgery,1.6
JOURNAL OF NURSING EDUCATION,1.6
Brock Education-A Journal of Educational Research and Practice,1.6
Child & Family Social Work,1.6
International Journal of Medical Education,1.6
JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,1.6
KNEE,1.6
NONLINEARITY,1.6
Reflective Practice,1.6
Information and Learning Sciences,1.6
INTERNATIONAL MIGRATION,1.6
Journal of Sexual Aggression,1.6
Language Cognition and Neuroscience,1.6
Surveillance & Society,1.6
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,1.6
Facial Plastic Surgery & Aesthetic Medicine,1.6
Global Public Policy and Governance,1.6
Innovation-The European Journal of Social Science Research,1.6
INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,1.6
JOURNAL OF APPLIED POULTRY RESEARCH,1.6
WILDLIFE RESEARCH,1.6
Alternative-An International Journal of Indigenous Peoples,1.6
Counselling Psychology Quarterly,1.6
JOURNAL OF AMERICAN COLLEGE HEALTH,1.6
Multidisciplinary Journal for Education Social and Technological Sciences,1.6
AREA,1.6
Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie,1.6
Criminology & Criminal Justice,1.6
Critical Studies on Terrorism,1.6
SIAM Journal on Applied Algebra and Geometry,1.6
BRITISH POULTRY SCIENCE,1.6
CURRICULUM INQUIRY,1.6
Du Bois Review-Social Science Research on Race,1.6
JOURNAL OF VERTEBRATE PALEONTOLOGY,1.6
Videosurgery and Other Miniinvasive Techniques,1.6
AMERICAN POLITICS RESEARCH,1.6
Archives Animal Breeding,1.6
HSS Journal,1.6
Journal for Labour Market Research,1.6
Journal of Education Culture and Society,1.6
AGRICULTURAL AND FOREST ENTOMOLOGY,1.6
Australian Social Work,1.6
Frontiers in Surgery,1.6
JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,1.6
Journal of Public Procurement,1.6
Journal of Women Politics & Policy,1.6
PHYSIOTHERAPY THEORY AND PRACTICE,1.6
Primary Health Care Research and Development,1.6
Australian Occupational Therapy Journal,1.6
Nordic Journal of Music Therapy,1.6
ACSMS HEALTH & FITNESS JOURNAL,1.6
BJUI Compass,1.6
FETAL DIAGNOSIS AND THERAPY,1.6
Geotechnical Research,1.6
OPTIMIZATION,1.6
Public Organization Review,1.6
Research in Psychotherapy-Psychopathology Process and Outcome,1.6
SMALL RUMINANT RESEARCH,1.6
STATISTICS AND COMPUTING,1.6
BIT NUMERICAL MATHEMATICS,1.6
Journal of Manual & Manipulative Therapy,1.6
Journal of Politics in Latin America,1.6
REPRODUCTION IN DOMESTIC ANIMALS,1.6
Social Justice Research,1.6
Qualitative Report,1.6
Apunts Educacion Fisica y Deportes,1.6
INDUSTRIAL RELATIONS JOURNAL,1.6
OPTOMETRY AND VISION SCIENCE,1.6
Scandinavian Actuarial Journal,1.6
STATISTICAL METHODS IN MEDICAL RESEARCH,1.6
JOURNAL OF FAMILY ISSUES,1.6
Audiology and Neurotology,1.6
Journal of Aggression Maltreatment & Trauma,1.6
Journal of Anthropological Sciences,1.6
Monash Bioethics Review,1.6
PHYSIOLOGICAL ENTOMOLOGY,1.6
Politics Philosophy & Economics,1.6
Australasian Accounting Business and Finance Journal,1.6
Clinical Spine Surgery,1.6
Journal of Child and Family Studies,1.6
Journal of Information Communication & Ethics in Society,1.6
Journal of Patient-Centered Research and Reviews,1.6
PLANT PRODUCTION SCIENCE,1.6
Australasian Journal of Early Childhood,1.6
CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,1.6
JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,1.6
JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,1.6
AIDS EDUCATION AND PREVENTION,1.6
Cogent Psychology,1.6
International Journal of Dental Hygiene,1.6
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,1.6
JOURNAL OF PAEDIATRICS AND CHILD HEALTH,1.6
MATHEMATICAL FINANCE,1.6
Psyche-A Journal of Entomology,1.6
Dermatopathology,1.6
ECOLOGY OF FRESHWATER FISH,1.6
European Endodontic Journal,1.6
HUMAN MOVEMENT SCIENCE,1.6
International Journal of Occupational Safety and Ergonomics,1.6
International Journal of Older People Nursing,1.6
Knowledge and Management of Aquatic Ecosystems,1.6
PLASMA SCIENCE & TECHNOLOGY,1.6
Science Editing,1.6
Womens Health Reports,1.6
Applied Radiation and Isotopes,1.6
Geriatric Orthopaedic Surgery & Rehabilitation,1.6
INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,1.6
TRANSITION METAL CHEMISTRY,1.6
Action Research,1.6
Anthropocene Coasts,1.6
BEHAVIORAL NEUROSCIENCE,1.6
Journal of Ophthalmic & Vision Research,1.6
Obstetrics and Gynecology International,1.6
Spine Deformity,1.6
Anesthesiology Research and Practice,1.6
IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,1.6
Journal of Cognition and Development,1.6
ONCOLOGY NURSING FORUM,1.6
Transnational Corporations Review,1.6
Asian Journal of Agriculture and Biology,1.6
Current Anesthesiology Reports,1.6
HIGH ALTITUDE MEDICINE & BIOLOGY,1.6
JOURNAL OF CONTEMPORARY ETHNOGRAPHY,1.6
Behavior and Social Issues,1.6
Health Services and Outcomes Research Methodology,1.6
Health Services Management Research,1.6
IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,1.6
JOURNAL OF CUTANEOUS PATHOLOGY,1.6
JOURNAL OF DAIRY RESEARCH,1.6
CHILD NEUROPSYCHOLOGY,1.6
Critical Finance Review,1.6
Cutaneous and Ocular Toxicology,1.6
International Journal of System Assurance Engineering and Management,1.6
KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,1.6
Minerva Obstetrics and Gynecology,1.6
NEUROGENETICS,1.6
NJAS-Impact in Agricultural and Life Sciences,1.6
Agrekon,1.6
Anaesthesiology Intensive Therapy,1.6
EUPHYTICA,1.6
Frontiers in Health Services,1.6
German Journal of Exercise and Sport Research,1.6
HOLOCENE,1.6
International Journal of Applied Mathematics and Computer Science,1.6
JOURNAL OF EMPLOYMENT COUNSELING,1.6
MARINE GEOPHYSICAL RESEARCH,1.6
SOCIAL DEVELOPMENT,1.6
GENETIC RESOURCES AND CROP EVOLUTION,1.6
International Journal of Sports Physical Therapy,1.6
Journal of Agricultural and Applied Economics,1.6
Journal of Public Health Research,1.6
Medical Mycology Case Reports,1.6
SPORT PSYCHOLOGIST,1.6
ACTA CYTOLOGICA,1.6
AGING NEUROPSYCHOLOGY AND COGNITION,1.6
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,1.6
Anatolia-International Journal of Tourism and Hospitality Research,1.6
Interactive Cardiovascular and Thoracic Surgery,1.6
Journal of Emerging Technologies in Accounting,1.6
OSA Continuum,1.6
TEXTILE RESEARCH JOURNAL,1.6
BEHAVIOURAL PHARMACOLOGY,1.6
Innovations-Technology and Techniques in Cardiothoracic and Vascular Surgery,1.6
Journal of Behavioral and Experimental Economics,1.6
JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,1.6
Journal of Wine Economics,1.6
NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,1.6
PHYCOLOGICAL RESEARCH,1.6
Sport Ethics and Philosophy,1.6
BOTANICA MARINA,1.6
COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,1.6
DEFENCE AND PEACE ECONOMICS,1.6
Journal of Optics-India,1.6
MYCOBIOLOGY,1.6
Occupational Health Science,1.6
PHLEBOLOGY,1.6
PLANT BIOSYSTEMS,1.6
Spatial Cognition and Computation,1.6
Urban Policy and Research,1.6
ARTIFICIAL LIFE,1.6
Cardiovascular Revascularization Medicine,1.6
CEREAL RESEARCH COMMUNICATIONS,1.6
Facilities,1.6
International Journal of Reproductive Biomedicine,1.6
JOURNAL OF ADDICTIVE DISEASES,1.6
Journal of Biomedical Semantics,1.6
PERCEPTION,1.6
Urban Water Journal,1.6
Journal of Agriculture Food Systems and Community Development,1.6
JOURNAL OF ELDER ABUSE & NEGLECT,1.6
