journalname,IF
SOUTHERN MEDICAL JOURNAL,0.9
CIM Journal,0.9
CIM Journal,0.9
European Journal of Biology,0.9
FOLIA BIOLOGICA-KRAKOW,0.9
Geografisk Tidsskrift-Danish Journal of Geography,0.9
Geografisk Tidsskrift-Danish Journal of Geography,0.9
International Journal of Acoustics and Vibration,0.9
International Journal of Acoustics and Vibration,0.9
International Journal of Acoustics and Vibration,0.9
JOURNAL OF MINING SCIENCE,0.9
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,0.9
Mehran University Research Journal of Engineering and Technology,0.9
Pharmacognosy Research,0.9
PHYTOCOENOLOGIA,0.9
PHYTOCOENOLOGIA,0.9
PSYCHIATRISCHE PRAXIS,0.9
Revista Brasileira de Fruticultura,0.9
Revista Ciencia Agronomica,0.9
Revista de Artes Marciales Asiaticas,0.9
Revista Eureka sobre Ensenanza y Divulgacion de las Ciencias,0.9
Southeastern Geographer,0.9
World Journal for Pediatric and Congenital Heart Surgery,0.9
Accounting Economics and Law-A Convivium,0.9
Acta Paulista de Enfermagem,0.9
Advances in Astronomy,0.9
ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,0.9
AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,0.9
AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,0.9
BIOLOGIA PLANTARUM,0.9
CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,0.9
Cardiology Discovery,0.9
Clinical and Experimental Obstetrics & Gynecology,0.9
CURRENT SCIENCE,0.9
Desafios,0.9
Egyptian Journal of Radiology and Nuclear Medicine,0.9
Foundations of Computing and Decision Sciences,0.9
FREQUENZ,0.9
HERZOGIA,0.9
Ido Movement for Culture-Journal of Martial Arts Anthropology,0.9
International Journal of E-Adoption,0.9
Journal of Psychosocial Oncology Research and Practice,0.9
Journal of Psychosocial Oncology Research and Practice,0.9
NUKLEONIKA,0.9
NUKLEONIKA,0.9
OPTICAL MEMORY AND NEURAL NETWORKS,0.9
Parasitologists United Journal,0.9
SCIENCEASIA,0.9
Studia Universitatis Vasile Goldis Arad Seria Stiinte Economice,0.9
Advances in Pharmacology and Pharmacy,0.9
Chemistry-Didactics-Ecology-Metrology,0.9
Clinical and Investigative Medicine,0.9
Current Journal of Neurology,0.9
Deturope-The Central European journal of Regional Development and Tourism,0.9
DISSOLUTION TECHNOLOGIES,0.9
Economics and Culture,0.9
Economics and Culture,0.9
Economics and Culture,0.9
GEOCHEMISTRY INTERNATIONAL,0.9
Human Gene,0.9
Indian Journal of Public Health,0.9
International Productivity Monitor,0.9
Journal of Cutaneous Immunology and Allergy,0.9
Journal of Cutaneous Immunology and Allergy,0.9
Journal of Cutaneous Immunology and Allergy,0.9
JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,0.9
New Review of Hypermedia and Multimedia,0.9
PHYSICS OF METALS AND METALLOGRAPHY,0.9
Structural Integrity and Life-Integritet I Vek Konstrukcija,0.9
Therapeutic Hypothermia and Temperature Management,0.9
Toxicology Communications,0.9
ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,0.9
Ibnosina Journal of Medicine and Biomedical Sciences,0.9
IEEE Revista Iberoamericana de Tecnologias del Aprendizaje-IEEE RITA,0.9
Indonesian Biomedical Journal,0.9
International Journal of Environment and Sustainable Development,0.9
International Journal of Mechanical Engineering and Robotics Research,0.9
International Journal of Mechanical Engineering and Robotics Research,0.9
Journal of Gerontology and Geriatrics,0.9
JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,0.9
Journal of Tekirdag Agriculture Faculty-Tekirdag Ziraat Fakultesi Dergisi,0.9
Journal of Volcanology and Seismology,0.9
OPTO-ELECTRONICS REVIEW,0.9
OPTO-ELECTRONICS REVIEW,0.9
OPTO-ELECTRONICS REVIEW,0.9
Portuguese Journal of Public Health,0.9
Progress in Community Health Partnerships-Research Education and Action,0.9
REDU-Revista de Docencia Universitaria,0.9
RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,0.9
South Asian Journal of Macroeconomics and Public Finance,0.9
Studies in Psychology,0.9
TEXAS HEART INSTITUTE JOURNAL,0.9
Trakya University Journal of Natural Sciences,0.9
Tropical Grasslands-Forrajes Tropicales,0.9
Tropical Grasslands-Forrajes Tropicales,0.9
Acoustical Science and Technology,0.9
Advances in Radio Science,0.9
Asian Academy of Management Journal,0.9
Asian Academy of Management Journal of Accounting and Finance,0.9
Cadernos Brasileiros de Terapia Ocupacional-Brazilian Journal of Occupational Therapy,0.9
Cadernos Brasileiros de Terapia Ocupacional-Brazilian Journal of Occupational Therapy,0.9
Carpathian Journal of Earth and Environmental Sciences,0.9
Chinese Journal of Academic Radiology,0.9
Dubai Medical Journal,0.9
Engineering Review,0.9
Ewha Medical Journal,0.9
Idojaras,0.9
International Journal of Data Mining and Bioinformatics,0.9
Journal of Leadership Studies,0.9
Journal of Theoretical and Applied Mechanics,0.9
"Journal of Verification, Validation and Uncertainty Quantification",0.9
"Journal of Verification, Validation and Uncertainty Quantification",0.9
REVISTA DE BIOLOGIA TROPICAL,0.9
SAE International Journal of Fuels and Lubricants,0.9
Acta Scientiarum Polonorum-Formatio Circumiectus,0.9
Acta Scientiarum Polonorum-Formatio Circumiectus,0.9
AT-Automatisierungstechnik,0.9
Boletin de la Asociacion de Geografos Espanoles,0.9
CERAMICS-SILIKATY,0.9
College & Undergraduate Libraries,0.9
Endocrinology Diabetes and Metabolism Case Reports,0.9
Facta Universitatis-Series Electronics and Energetics,0.9
HOSPITAL PHARMACY,0.9
International Journal of Innovation and Learning,0.9
JOURNAL OF MEDICAL INVESTIGATION,0.9
Journal of Molecular and Engineering Materials,0.9
Journal of Tourism History,0.9
Malaysian Journal of Fundamental and Applied Sciences,0.9
Membrane and Water Treatment,0.9
Membrane and Water Treatment,0.9
POLYMER SCIENCE SERIES B,0.9
REVESCO-Revista de Estudios Cooperativos,0.9
TEM Journal-Technology Education Management Informatics,0.9
Archives of Civil Engineering,0.9
ASTROPHYSICS,0.9
Baltic Journal of Road and Bridge Engineering,0.9
Bulletin of Geography-Physical Geography Series,0.9
Egyptian Pharmaceutical Journal,0.9
ELECTROMAGNETICS,0.9
Immunopathologia Persa,0.9
INDIAN JOURNAL OF AGRICULTURAL SCIENCES,0.9
International Journal of Exergy,0.9
International Journal of Exergy,0.9
International Journal Of Recycling of Organic Waste in Agriculture,0.9
Review of Regional Studies,0.9
Sociolinguistic Studies,0.9
Turkish Journal of Civil Engineering,0.9
Advances in Civil and Architectural Engineering,0.9
Cityscape,0.9
INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS,0.9
INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS,0.9
Iranian Journal of Management Studies,0.9
METALLURGIST,0.9
Psychotherapy and Politics International,0.9
RBRH-Revista Brasileira de Recursos Hidricos,0.9
Advances in Multimedia,0.9
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,0.9
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,0.9
Catalysis in Industry,0.9
CIS Iron and Steel Review,0.9
ENGINEERING ECONOMIST,0.9
ENGINEERING ECONOMIST,0.9
ENGINEERING ECONOMIST,0.9
ENGINEERING ECONOMIST,0.9
Inteligencia Artificial-Iberoamerican Journal of Artificial Intelligence,0.9
Interfacial Phenomena and Heat Transfer,0.9
International Journal of Biomedical Engineering and Technology,0.9
International Journal of Business and Society,0.9
International Journal of Mobile Computing and Multimedia Communications,0.9
Journal of Elementology,0.9
Journal of Water Chemistry and Technology,0.9
Journal of Water Chemistry and Technology,0.9
Journal of Water Chemistry and Technology,0.9
Letters on Materials,0.9
Makara Journal of Science,0.9
Materiaux & Techniques,0.9
Rocznik Ochrona Srodowiska,0.9
"Structural Monitoring and Maintenance, An International Journal",0.9
Tire Science and Technology,0.9
ACM SIGecom Exchanges,0.9
Brazilian Administration Review,0.9
Brazilian Administration Review,0.9
Cukurova University Faculty of Education Journal,0.9
i2 Investigacion e Innovacion en Arquitectura y Territorio,0.9
IEEE INDUSTRY APPLICATIONS MAGAZINE,0.9
IEEE INDUSTRY APPLICATIONS MAGAZINE,0.9
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,0.9
International Journal of Structural Engineering,0.9
Journal of Agricultural Engineering (India),0.9
Journal of Marine Science and Technology-Taiwan,0.9
Journal of Oral and Maxillofacial Anesthesia,0.9
Journal of Oral and Maxillofacial Anesthesia,0.9
LOW TEMPERATURE PHYSICS,0.9
Praktische Metallographie-Practical Metallography,0.9
Turkish Journal of Biochemistry-Turk Biyokimya Dergisi,0.9
Advances in Human Biology,0.9
Bridge Structures,0.9
CIRCUIT WORLD,0.9
CIRCUIT WORLD,0.9
Condensed Matter Physics,0.9
CROATICA CHEMICA ACTA,0.9
INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,0.9
INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,0.9
International Journal of Information System Modeling and Design,0.9
International Journal of Oil Gas and Coal Technology,0.9
International Journal of Oil Gas and Coal Technology,0.9
International Journal of Oil Gas and Coal Technology,0.9
Journal of Construction in Developing Countries,0.9
Journal of Intelligence Studies in Business,0.9
Recent Advances in Electrical & Electronic Engineering,0.9
RUSSIAN JOURNAL OF ELECTROCHEMISTRY,0.9
Advances in Electrical and Computer Engineering,0.9
Advances in Electrical and Computer Engineering,0.9
Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca-Food Science and Technology,0.9
Cuadernos de Turismo,0.9
Hemijska Industrija,0.9
Ingenieria del Agua,0.9
PCI JOURNAL,0.9
Granja-Revista de Ciencias de la Vida,0.9
International Journal of Data Mining Modelling and Management,0.9
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,0.9
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,0.9
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,0.9
Technology and Innovation,0.9
ERNAHRUNGS UMSCHAU,0.9
Ethiopian Journal of Health Development,0.9
Journal of Ceramic Science and Technology,0.9
QUIMICA NOVA,0.9
Bulgarian Astronomical Journal,0.9
Journal of Investment Management,0.9
Revista Ingenieria de Construccion,0.9
Austral Comunicacion,0.9
Temas Agrarios,0.9
International Journal of Performance Arts and Digital Media,0.8
Folk Life-Journal of Ethnological Studies,0.8
NARRATIVE,0.8
INTERNATIONAL REVIEW OF SOCIAL HISTORY,0.8
CANADIAN JOURNAL OF PHILOSOPHY,0.8
Contemporary European History,0.8
SYMPOSIUM-A QUARTERLY JOURNAL IN MODERN LITERATURES,0.8
RETHINKING HISTORY,0.8
Indonesia and the Malay World,0.8
Economic History of Developing Regions,0.8
MONIST,0.8
CLASSICAL PHILOLOGY,0.8
HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,0.8
HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,0.8
HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,0.8
Journal of the Philosophy of History,0.8
Journal of the Philosophy of History,0.8
International Journal of Asian Studies,0.8
Journal of Early Modern History,0.8
POPULAR MUSIC AND SOCIETY,0.8
Journal of Modern European History,0.8
Postcolonial Studies,0.8
Postcolonial Studies,0.8
MUSIC THEORY SPECTRUM,0.8
Religion Compass,0.8
Contemporary Islam-Dynamics of Muslim Life,0.8
JOURNAL OF ASIAN STUDIES,0.8
JOURNAL OF ASIAN STUDIES,0.8
JOURNAL OF THE ROYAL ASIATIC SOCIETY,0.8
Journal of Chinese Religions,0.8
Journal of Chinese Religions,0.8
INDO-IRANIAN JOURNAL,0.8
ENVIRONMENT AND HISTORY,0.8
ENVIRONMENT AND HISTORY,0.8
Journal of Al-Tamaddun,0.8
British Journal of Middle Eastern Studies,0.8
British Journal of Middle Eastern Studies,0.8
International Journal of Islamic Thought,0.8
THEOLOGICAL STUDIES,0.8
Phronimon,0.8
Review of Faith & International Affairs,0.8
Anatolian Studies,0.8
Anatolian Studies,0.8
JOURNAL OF MUSICOLOGICAL RESEARCH,0.8
Interventions-International Journal of Postcolonial Studies,0.8
Interventions-International Journal of Postcolonial Studies,0.8
Ancient Mesoamerica,0.8
International Journal of the History of Sport,0.8
International Journal of the History of Sport,0.8
Music Theory Online,0.8
Gender and History,0.8
Gender and History,0.8
Studia Theologica-Nordic Journal of Theology,0.8
Journal of Popular Music Studies,0.8
KENNEDY INSTITUTE OF ETHICS JOURNAL,0.8
KENNEDY INSTITUTE OF ETHICS JOURNAL,0.8
KENNEDY INSTITUTE OF ETHICS JOURNAL,0.8
Capital Markets Law Journal,0.8
Information & Culture,0.8
Information & Culture,0.8
Information & Culture,0.8
Creative Industries Journal,0.8
Creative Industries Journal,0.8
INDIANA LAW JOURNAL,0.8
Sociolinguistica,0.8
Sociolinguistica,0.8
JOURNAL OF VISUAL CULTURE,0.8
JOURNAL OF VISUAL CULTURE,0.8
ZYGON,0.8
ZYGON,0.8
MODERN ASIAN STUDIES,0.8
History in Africa,0.8
History in Africa,0.8
Comparative Southeast European Studies,0.8
Trabajos de Prehistoria,0.8
Trabajos de Prehistoria,0.8
AGRICULTURAL HISTORY,0.8
AGRICULTURAL HISTORY,0.8
Journal of Late Antiquity,0.8
Journal of the Institute of Conservation,0.8
London Journal,0.8
London Journal,0.8
INTERVENTION IN SCHOOL AND CLINIC,0.8
Journal of Pastoral Theology,0.8
REPRESENTATIONS,0.8
Curator-The Museum Journal,0.8
Journal of World Intellectual Property,0.8
Support for Learning,0.8
JOURNAL OF SOUTHERN AFRICAN STUDIES,0.8
ARABIAN ARCHAEOLOGY AND EPIGRAPHY,0.8
Word Structure,0.8
Alternative Law Journal,0.8
JOURNAL OF SOCIAL WELFARE AND FAMILY LAW,0.8
JOURNAL OF THE HISTORY OF INTERNATIONAL LAW,0.8
Legal Pluralism and Critical Social Analysis,0.8
Air & Space Law,0.8
Bulletin of the American Society of Overseas Research,0.8
HISTORY OF SCIENCE,0.8
HSE-Social and Education History,0.8
Journal of Open Archaeology Data,0.8
Oxford Journal of Law and Religion,0.8
Sound Studies,0.8
Applied General Topology,0.8
Arabian Journal of Mathematics,0.8
ISIS,0.8
Journal of Criminal Law,0.8
Journal of Criminal Law,0.8
NATURAL LANGUAGE & LINGUISTIC THEORY,0.8
NATURAL LANGUAGE & LINGUISTIC THEORY,0.8
New Perspectives on Turkey,0.8
New Perspectives on Turkey,0.8
3L-Language Linguistics Literature-The Southeast Asian Journal of English Language Studies,0.8
JEWISH SOCIAL STUDIES,0.8
Journal of Moravian History,0.8
EXPOSITIONES MATHEMATICAE,0.8
Investigaciones de Historia Economica,0.8
Investigaciones de Historia Economica,0.8
JOURNAL OF ALGEBRA,0.8
JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,0.8
JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,0.8
Logical Methods in Computer Science,0.8
Logical Methods in Computer Science,0.8
Milan Journal of Mathematics,0.8
Milan Journal of Mathematics,0.8
SBORNIK MATHEMATICS,0.8
Afrika Matematika,0.8
Carnets Geol.,0.8
Carnets Geol.,0.8
Linguistics Vanguard,0.8
Linguistics Vanguard,0.8
Open Mathematics,0.8
ANNALS OF PURE AND APPLIED LOGIC,0.8
ANNALS OF PURE AND APPLIED LOGIC,0.8
ANNALS OF PURE AND APPLIED LOGIC,0.8
ARS Mathematica Contemporanea,0.8
ARS Mathematica Contemporanea,0.8
Critical and Radical Social Work,0.8
Epijournal de Geometrie Algebrique,0.8
INDAGATIONES MATHEMATICAE-NEW SERIES,0.8
Beyond Behavior,0.8
Criminal Law Forum,0.8
Criminal Law Forum,0.8
Discussiones Mathematicae Graph Theory,0.8
Journal of Historical Pragmatics,0.8
Journal of Historical Pragmatics,0.8
Lobachevskii Journal of Mathematics,0.8
Research in Number Theory,0.8
Asian Journal of Middle Eastern and Islamic Studies,0.8
Asian Journal of Middle Eastern and Islamic Studies,0.8
JOURNAL OF COMBINATORIAL DESIGNS,0.8
NAGOYA MATHEMATICAL JOURNAL,0.8
RAMANUJAN JOURNAL,0.8
RICERCHE DI MATEMATICA,0.8
RICERCHE DI MATEMATICA,0.8
DOKLADY MATHEMATICS,0.8
PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,0.8
COMMUNICATIONS ON PURE AND APPLIED ANALYSIS,0.8
COMMUNICATIONS ON PURE AND APPLIED ANALYSIS,0.8
Couple and Family Psychology-Research and Practice,0.8
JOURNAL OF CONVEX ANALYSIS,0.8
Anti-Trafficking Review,0.8
International Community Law Review,0.8
Miskolc Mathematical Notes,0.8
ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,0.8
HISTORY OF EDUCATION QUARTERLY,0.8
HISTORY OF EDUCATION QUARTERLY,0.8
Journal of Second Language Studies,0.8
Journal of Second Language Studies,0.8
Journal of Second Language Studies,0.8
Discrete Analysis,0.8
Documenta Mathematica,0.8
Journal of the International Phonetic Association,0.8
Journal of the International Phonetic Association,0.8
Ornithology Research,0.8
Psychotherapie,0.8
ADVANCES IN GEOMETRY,0.8
Communication Law and Policy,0.8
Oxford Journal of Archaeology,0.8
Algebraic and Geometric Topology,0.8
Boletin del Museo Chileno de Arte Precolombino,0.8
Boletin del Museo Chileno de Arte Precolombino,0.8
EC Tax Review,0.8
History of Education,0.8
History of Education,0.8
Mathematical Inequalities & Applications,0.8
ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,0.8
Applied Mathematics-A Journal of Chinese Universities Series B,0.8
Archaeologia Baltica,0.8
Communications in Combinatorics and Optimization,0.8
Communications in Combinatorics and Optimization,0.8
Contemporary Asia Arbitration Journal,0.8
Texto Livre-Linguagem e Tecnologia,0.8
QUARTERLY JOURNAL OF MATHEMATICS,0.8
Topological Methods in Nonlinear Analysis,0.8
Anthropology Southern Africa,0.8
Contemporary Review of the Middle East,0.8
Contemporary Review of the Middle East,0.8
Global Responsibility to Protect,0.8
Global Responsibility to Protect,0.8
Global Responsibility to Protect,0.8
AILA Review,0.8
Electronic Journal of Differential Equations,0.8
Electronic Journal of Differential Equations,0.8
Journal of Geometry,0.8
WASHINGTON LAW REVIEW,0.8
Journal of Property Planning and Environmental Law,0.8
Narrative Culture,0.8
Signa-Revista de la Asociacion Espanola de Semiotica,0.8
ANTHROPOLOGY & EDUCATION QUARTERLY,0.8
ANTHROPOLOGY & EDUCATION QUARTERLY,0.8
Irish Political Studies,0.8
ANZIAM JOURNAL,0.8
Mental Lexicon,0.8
Pamatky Archeologicke,0.8
Stochastics-An International Journal of Probability and Stochastic Processes,0.8
Stochastics-An International Journal of Probability and Stochastic Processes,0.8
Andean Geology,0.8
Annales Mathematiques du Quebec,0.8
Anthropological Review,0.8
AUSTRALIAN ARCHAEOLOGY,0.8
AUSTRALIAN ARCHAEOLOGY,0.8
Canadian Journal of Program Evaluation,0.8
COMMUNICATIONS IN ANALYSIS AND GEOMETRY,0.8
Dynamics of Asymmetric Conflict,0.8
Journal of Conflict Archaeology,0.8
Journal of Nonlinear Functional Analysis,0.8
Journal of Nonlinear Functional Analysis,0.8
Cambridge Journal of Anthropology,0.8
Communications Faculty of Sciences University of Ankara-Series A1 Mathematics and Statistics,0.8
RECORDS OF THE AUSTRALIAN MUSEUM,0.8
AFRICAN JOURNAL OF HERPETOLOGY,0.8
CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,0.8
Child & Youth Services,0.8
Matematika,0.8
Polish Journal of Otolaryngology,0.8
Avian Biology Research,0.8
Avian Biology Research,0.8
Geological Field Trips and Maps,0.8
INTERNATIONAL JOURNAL OF ODONATOLOGY,0.8
STATISTICAL MODELLING,0.8
Australian and New Zealand Journal of Family Therapy,0.8
GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,0.8
GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,0.8
Interaction Design and Architectures,0.8
International and Multidisciplinary Journal of Social Sciences-RIMCIS,0.8
Journal of Public and Nonprofit Affairs,0.8
Partner Abuse,0.8
Asian Social Work and Policy Review,0.8
International Journal of Special Education,0.8
Open Linguistics,0.8
Social Analysis,0.8
THEORETICAL LINGUISTICS,0.8
THEORETICAL LINGUISTICS,0.8
Functions of Language,0.8
Functions of Language,0.8
Journal of Statistical Theory and Practice,0.8
Journal of Symplectic Geometry,0.8
MAMMALIA,0.8
Sexual and Relationship Therapy,0.8
Journal of Family Social Work,0.8
Journal of Probability and Statistics,0.8
Voluntary Sector Review,0.8
Australian Journal of Indigenous Education,0.8
Discrete Optimization,0.8
Discrete Optimization,0.8
HUMAN ORGANIZATION,0.8
HUMAN ORGANIZATION,0.8
International Journal of Ethics Education,0.8
International Journal of Ethics Education,0.8
MATHEMATICAL RESEARCH LETTERS,0.8
Annals of Combinatorics,0.8
Geoconservation Research,0.8
Geoconservation Research,0.8
Geoconservation Research,0.8
JOURNAL OF COMBINATORIAL OPTIMIZATION,0.8
JOURNAL OF COMBINATORIAL OPTIMIZATION,0.8
JOURNAL OF LABOR RESEARCH,0.8
SUCHT-Interdisciplinary Journal of Addiction Research,0.8
ANIMAL BIOLOGY,0.8
HAU-Journal of Ethnographic Theory,0.8
INVERTEBRATE BIOLOGY,0.8
INVERTEBRATE BIOLOGY,0.8
Journal of Neutron Research,0.8
Linguistics and the Human Sciences,0.8
Czech Journal of International Relations,0.8
